index,Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Number_Of_Persons_Displaced,Extent_Of_Fire,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Ignition_Source,Incident_Station_Area,Incident_Ward,Material_First_Ignited,Method_Of_Fire_Control,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Status_of_Fire_On_Arrival,Property_Use_Cat,Response_Time,DAY(Fire_Under_Control_Time),DAY(Last_TFS_Unit_Clear_Time),DAY(TFS_Alarm_Time),DAY(TFS_Arrival_Time),MONTH(Fire_Under_Control_Time),MONTH(Last_TFS_Unit_Clear_Time),MONTH(TFS_Alarm_Time),MONTH(TFS_Arrival_Time),WEEKDAY(Fire_Under_Control_Time),WEEKDAY(Last_TFS_Unit_Clear_Time),WEEKDAY(TFS_Alarm_Time),WEEKDAY(TFS_Arrival_Time),YEAR(Fire_Under_Control_Time),YEAR(Last_TFS_Unit_Clear_Time),YEAR(TFS_Alarm_Time),YEAR(TFS_Arrival_Time)
2128,11,0,0,6,9,5,1,0,75,142,7.0,49,0,19,125,4,1,3,0,4.716666666666667,24,24,24,24,5,5,5,5,3,3,3,3,2018,2018,2018,2018
2129,51,0,0,0,0,6,0,0,65,123,16.0,25,3,6,125,7,0,1,0,7.4,25,25,25,25,5,5,5,5,4,4,4,4,2018,2018,2018,2018
2130,66,0,0,0,0,4,0,0,75,235,16.0,45,2,20,215,4,3,2,1,4.466666666666667,25,25,25,25,5,5,5,5,4,4,4,4,2018,2018,2018,2018
2136,66,0,0,0,0,3,1,0,75,243,23.0,31,2,19,215,4,3,2,1,4.5,25,25,25,25,5,5,5,5,4,4,4,4,2018,2018,2018,2018
2137,61,0,0,0,0,6,3,2,75,423,5.0,49,2,19,131,4,3,4,1,4.166666666666667,25,26,25,25,5,5,5,5,4,5,4,4,2018,2018,2018,2018
2138,31,0,0,97,8,4,3,1,23,312,11.0,26,2,2,165,5,3,4,0,3.433333333333333,26,26,26,26,5,5,5,5,5,5,5,5,2018,2018,2018,2018
2139,72,0,0,6,1,3,3,2,50,242,23.0,21,2,2,34,4,4,3,0,5.016666666666667,26,26,26,26,5,5,5,5,5,5,5,5,2018,2018,2018,2018
2140,11,0,0,0,0,4,1,0,69,325,13.0,10,2,13,34,4,1,3,0,4.6,26,26,26,26,5,5,5,5,5,5,5,5,2018,2018,2018,2018
658,48,0,0,0,0,3,3,2,75,345,9.0,51,2,19,165,4,3,6,0,3.6333333333333333,27,27,27,27,5,5,5,5,6,6,6,6,2018,2018,2018,2018
659,24,1,0,0,0,2,3,1,13,231,24.0,20,2,9,48,5,4,6,1,5.45,27,27,27,27,5,5,5,5,6,6,6,6,2018,2018,2018,2018
660,62,1,0,1,0,0,1,0,75,146,7.0,24,2,19,125,5,3,2,0,3.5166666666666666,27,27,27,27,5,5,5,5,6,6,6,6,2018,2018,2018,2018
661,25,0,0,0,0,4,0,0,54,412,1.0,22,3,5,34,7,1,1,0,4.283333333333333,27,27,27,27,5,5,5,5,6,6,6,6,2018,2018,2018,2018
662,25,0,0,7,10,3,3,2,75,242,23.0,49,2,19,34,4,4,4,0,3.783333333333333,28,28,28,28,5,5,5,5,0,0,0,0,2018,2018,2018,2018
663,11,1,0,3,1,5,1,0,69,146,7.0,10,0,17,125,1,0,1,0,3.7,28,28,28,28,5,5,5,5,0,0,0,0,2018,2018,2018,2018
664,12,0,0,0,1,3,3,2,45,426,9.0,42,2,7,48,4,3,5,1,3.85,28,28,28,28,5,5,5,5,0,0,0,0,2018,2018,2018,2018
2166,57,0,0,0,1,4,1,0,1,312,11.0,15,2,5,34,4,1,2,0,4.516666666666667,28,28,28,28,5,5,5,5,0,0,0,0,2018,2018,2018,2018
2167,11,0,0,0,1,0,1,0,69,234,25.0,31,3,10,4,4,2,1,0,4.533333333333333,28,28,28,28,5,5,5,5,0,0,0,0,2018,2018,2018,2018
2168,25,0,0,997,7,3,3,2,75,241,22.0,49,2,19,34,4,3,4,0,5.083333333333333,29,29,29,29,5,5,5,5,1,1,1,1,2018,2018,2018,2018
2169,37,0,0,0,1,3,3,2,49,221,21.0,53,0,2,34,4,3,1,0,4.416666666666667,29,29,29,29,5,5,5,5,1,1,1,1,2018,2018,2018,2018
2198,51,0,0,5,1,0,1,0,75,235,16.0,25,2,19,125,4,0,2,0,6.8,30,30,30,30,5,5,5,5,2,2,2,2,2018,2018,2018,2018
2199,35,0,0,0,1,6,1,0,40,325,13.0,25,1,14,162,4,1,2,1,3.9833333333333334,30,30,30,30,5,5,5,5,2,2,2,2,2018,2018,2018,2018
2200,70,0,0,1,9,0,1,0,75,421,5.0,49,2,19,125,4,4,3,0,4.516666666666667,31,31,30,30,5,5,5,5,3,3,2,2,2018,2018,2018,2018
2197,51,1,0,0,0,0,1,0,75,442,5.0,49,3,19,125,6,0,2,0,6.866666666666666,31,31,31,31,5,5,5,5,3,3,3,3,2018,2018,2018,2018
665,63,0,0,25,0,0,1,0,75,344,11.0,5,3,14,55,4,2,1,1,5.716666666666667,31,31,31,31,5,5,5,5,3,3,3,3,2018,2018,2018,2018
666,62,0,0,6,1,0,1,0,75,442,5.0,25,2,19,125,4,1,2,0,5.45,31,31,31,31,5,5,5,5,3,3,3,3,2018,2018,2018,2018
667,63,0,0,0,0,4,0,0,75,221,21.0,40,4,19,125,7,2,1,0,3.9833333333333334,31,31,31,31,5,5,5,5,3,3,3,3,2018,2018,2018,2018
668,58,0,0,0,0,4,3,2,75,433,3.0,51,2,7,182,4,3,5,1,5.316666666666666,1,1,1,1,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1979,40,0,0,0,1,3,3,2,39,242,23.0,5,3,19,165,4,1,1,0,4.75,1,1,1,1,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1980,57,0,0,0,0,3,3,2,75,224,19.0,16,0,20,129,4,3,1,1,4.95,1,1,1,1,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1981,72,0,0,4,1,3,3,2,1,432,2.0,35,3,5,34,4,0,1,0,7.3,1,1,1,1,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1983,63,0,0,0,0,6,1,0,40,325,13.0,5,4,15,125,4,2,1,0,4.133333333333334,2,2,2,2,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1984,22,0,0,0,0,3,3,2,45,345,9.0,15,2,22,4,5,4,3,0,4.1,2,2,2,2,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1985,11,0,0,0,1,0,1,0,57,212,25.0,49,3,17,34,4,4,1,0,5.25,2,2,2,2,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1982,66,0,0,0,0,2,1,0,75,132,8.0,45,1,20,125,4,1,1,0,5.8,3,3,3,3,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1986,67,0,0,0,0,3,3,2,75,426,9.0,6,2,20,165,4,3,2,0,6.566666666666666,3,3,3,3,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1987,11,0,0,0,0,3,3,1,69,422,4.0,5,2,10,34,4,0,5,0,6.066666666666666,3,3,3,3,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1988,51,0,0,99,8,0,1,0,65,221,21.0,5,2,6,125,4,1,3,0,4.116666666666666,3,3,3,3,6,6,6,6,6,6,6,6,2018,2018,2018,2018
670,63,0,0,0,0,0,1,0,75,325,13.0,40,2,14,125,4,2,2,0,3.1333333333333333,3,3,3,3,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1989,62,0,0,4,8,6,3,1,2,111,18.0,36,2,5,34,4,4,3,0,3.8833333333333333,4,4,4,4,6,6,6,6,0,0,0,0,2018,2018,2018,2018
671,40,0,0,0,1,0,1,0,46,433,3.0,32,1,10,206,4,4,1,1,3.933333333333333,4,4,4,4,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1990,36,0,0,4,1,6,2,3,75,413,1.0,49,2,19,183,4,3,3,1,6.683333333333334,4,4,4,4,6,6,6,6,0,0,0,0,2018,2018,2018,2018
669,7,0,0,0,1,2,1,3,10,231,24.0,22,2,2,132,6,1,3,1,5.65,5,5,5,5,6,6,6,6,1,1,1,1,2018,2018,2018,2018
1995,11,0,0,3,1,3,3,2,69,222,21.0,10,2,17,34,4,0,2,0,5.866666666666666,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1996,27,0,0,0,0,2,1,0,75,146,7.0,41,3,14,125,4,1,1,0,3.4833333333333334,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1997,7,0,0,2,1,3,3,1,71,113,17.0,14,2,2,34,4,0,3,0,5.3,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1998,70,0,0,0,3,3,3,1,75,322,16.0,49,2,19,184,4,3,6,1,7.316666666666666,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1999,57,0,0,3,10,4,2,0,1,146,6.0,16,2,10,123,4,2,3,0,5.233333333333333,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2000,62,0,0,3,0,0,1,0,52,225,20.0,24,4,0,124,1,1,1,0,4.7,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2001,40,0,0,0,0,3,3,2,75,411,7.0,49,2,10,146,4,3,6,1,4.033333333333333,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2002,51,0,0,0,1,4,0,0,65,314,13.0,34,2,6,125,8,2,5,0,3.433333333333333,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2003,11,0,0,0,0,2,1,2,69,444,2.0,41,3,10,34,4,0,1,0,4.983333333333333,6,6,6,6,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2004,62,0,0,5,8,4,0,2,46,425,4.0,24,2,17,34,5,4,5,0,4.116666666666666,6,7,6,6,6,6,6,6,2,3,2,2,2018,2018,2018,2018
2007,31,0,0,1,1,4,3,1,65,325,13.0,45,2,6,5,5,3,3,0,3.466666666666667,7,7,7,7,6,6,6,6,3,3,3,3,2018,2018,2018,2018
672,72,0,0,0,1,0,1,0,75,324,14.0,49,2,2,125,4,1,2,0,2.9833333333333334,7,7,7,7,6,6,6,6,3,3,3,3,2018,2018,2018,2018
2005,57,0,0,0,0,3,3,3,1,225,20.0,16,2,10,34,4,3,5,0,4.316666666666666,7,7,7,7,6,6,6,6,3,3,3,3,2018,2018,2018,2018
2006,40,0,0,0,0,2,0,0,39,332,10.0,40,2,16,128,7,1,5,1,2.3666666666666667,8,8,8,8,6,6,6,6,4,4,4,4,2018,2018,2018,2018
673,25,0,0,0,0,3,3,2,65,221,20.0,22,2,5,48,4,3,3,1,3.55,8,8,8,8,6,6,6,6,4,4,4,4,2018,2018,2018,2018
2012,62,1,0,0,1,5,1,0,40,146,5.0,17,3,0,125,4,1,1,0,3.9166666666666665,8,8,8,8,6,6,6,6,4,4,4,4,2018,2018,2018,2018
2013,72,0,0,0,1,3,2,0,54,113,17.0,21,2,10,125,5,1,2,0,3.9,8,8,8,8,6,6,6,6,4,4,4,4,2018,2018,2018,2018
2014,34,0,0,0,1,0,1,0,64,333,10.0,14,2,2,112,4,4,3,1,4.583333333333333,9,9,9,9,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1926,16,0,0,0,9,5,1,0,65,332,10.0,45,2,6,125,4,3,2,0,4.333333333333333,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1927,68,0,0,0,11,3,3,2,75,423,5.0,50,2,19,48,4,3,5,1,4.066666666666666,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1928,44,0,0,10,1,4,2,2,65,422,4.0,6,2,6,34,4,0,6,0,5.433333333333334,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1929,6,0,0,3,1,0,1,0,37,227,20.0,36,2,14,34,4,1,3,0,4.033333333333333,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1930,11,0,0,0,1,0,1,0,69,343,12.0,7,3,17,125,4,2,1,0,5.25,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1958,51,0,0,0,1,4,1,0,65,321,15.0,46,2,6,34,4,2,3,0,3.8,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1959,11,0,0,0,0,4,1,0,57,315,11.0,41,2,10,123,4,0,2,0,5.3,10,10,10,10,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1960,11,1,0,1,1,6,0,0,69,212,24.0,10,4,17,125,4,0,1,0,6.366666666666666,11,11,11,11,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1961,11,0,0,0,0,5,1,0,57,325,13.0,10,3,13,1,4,1,1,1,3.7333333333333334,11,11,11,11,6,6,6,6,0,0,0,0,2018,2018,2018,2018
674,57,0,0,3,8,3,3,1,46,116,17.0,16,2,22,34,4,0,5,0,5.3,11,12,11,11,6,6,6,6,0,1,0,0,2018,2018,2018,2018
675,51,0,0,0,0,0,1,0,65,312,13.0,40,2,6,125,4,1,2,0,3.7333333333333334,11,11,11,11,6,6,6,6,0,0,0,0,2018,2018,2018,2018
676,11,0,0,0,0,0,1,0,57,322,15.0,10,2,17,125,4,1,2,0,6.483333333333333,11,11,11,11,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1931,25,0,0,0,0,0,1,3,5,111,18.0,49,3,6,34,4,4,1,0,5.866666666666666,11,11,11,11,6,6,6,6,0,0,0,0,2018,2018,2018,2018
677,22,0,0,0,0,3,3,1,54,121,8.0,32,2,15,201,4,3,3,1,6.133333333333334,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
678,11,0,0,0,1,6,1,0,75,334,10.0,31,1,2,149,4,3,1,1,5.75,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
2032,70,0,0,0,3,4,2,3,75,234,25.0,49,2,19,36,4,4,5,1,5.916666666666667,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
2033,66,0,0,0,1,5,1,0,75,313,13.0,49,2,6,125,4,4,2,0,3.933333333333333,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
2034,51,0,0,0,0,4,0,0,45,331,10.0,10,3,13,125,8,2,1,0,4.583333333333333,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
2035,25,0,0,0,2,3,3,2,56,341,8.0,15,2,17,34,4,3,3,0,4.666666666666667,12,12,12,12,6,6,6,6,1,1,1,1,2018,2018,2018,2018
132,31,1,1,1,1,3,3,2,65,231,24.0,40,2,6,34,4,3,2,0,3.533333333333333,12,13,12,12,6,6,6,6,1,2,1,1,2018,2018,2018,2018
2050,70,0,0,5,3,3,3,1,75,235,16.0,49,2,19,34,4,4,0,0,7.8,13,13,13,13,6,6,6,6,2,2,2,2,2018,2018,2018,2018
679,63,0,0,0,10,3,3,1,40,111,17.0,33,2,14,34,4,3,5,0,5.8,13,13,13,13,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2051,62,0,0,2,8,4,2,0,12,331,10.0,14,2,2,125,3,4,5,0,3.9833333333333334,13,13,13,13,6,6,6,6,2,2,2,2,2018,2018,2018,2018
2052,62,0,0,3,8,4,0,3,10,324,14.0,21,2,2,165,6,0,3,0,6.733333333333333,13,14,13,13,6,6,6,6,2,3,2,2,2018,2018,2018,2018
682,51,0,0,0,0,6,0,0,65,313,13.0,50,2,6,125,7,1,5,0,3.216666666666667,14,14,14,14,6,6,6,6,3,3,3,3,2018,2018,2018,2018
683,22,0,0,0,1,4,3,1,75,441,1.0,15,3,19,34,8,3,1,0,7.183333333333334,14,14,14,14,6,6,6,6,3,3,3,3,2018,2018,2018,2018
680,64,0,0,0,0,3,2,3,75,445,3.0,31,2,19,121,4,3,5,1,4.916666666666667,15,15,15,15,6,6,6,6,4,4,4,4,2018,2018,2018,2018
2117,62,0,0,0,0,4,0,0,65,313,13.0,4,2,6,125,6,2,3,0,3.8666666666666667,15,15,15,15,6,6,6,6,4,4,4,4,2018,2018,2018,2018
681,19,0,0,0,0,0,1,0,73,334,10.0,14,3,2,6,4,2,1,1,3.683333333333333,15,15,15,15,6,6,6,6,4,4,4,4,2018,2018,2018,2018
2151,62,0,0,4,8,3,3,2,47,426,4.0,41,2,7,165,4,0,5,0,5.866666666666666,17,17,17,17,6,6,6,6,6,6,6,6,2018,2018,2018,2018
137,31,1,1,2,9,6,1,0,40,221,21.0,50,2,14,125,6,4,5,0,4.483333333333333,17,17,17,17,6,6,6,6,6,6,6,6,2018,2018,2018,2018
2152,51,0,0,1,2,3,3,1,45,345,9.0,53,2,22,4,4,0,5,0,4.333333333333333,17,17,17,17,6,6,6,6,6,6,6,6,2018,2018,2018,2018
2153,57,0,0,0,7,4,3,1,47,315,11.0,31,2,7,149,5,3,4,1,7.083333333333333,17,17,17,17,6,6,6,6,6,6,6,6,2018,2018,2018,2018
2154,30,0,0,0,0,3,3,1,11,244,22.0,40,3,10,34,4,0,1,0,6.783333333333333,17,17,17,17,6,6,6,6,6,6,6,6,2018,2018,2018,2018
684,31,0,0,4,1,4,3,1,75,133,5.0,22,4,19,165,0,0,1,0,6.283333333333333,18,18,18,18,6,6,6,6,0,0,0,0,2018,2018,2018,2018
685,42,0,0,0,0,5,1,0,31,315,11.0,45,4,22,23,4,3,1,1,4.316666666666666,18,18,18,18,6,6,6,6,0,0,0,0,2018,2018,2018,2018
686,40,0,0,0,0,4,0,0,0,143,6.0,41,3,2,204,6,2,1,1,3.65,18,18,18,18,6,6,6,6,0,0,0,0,2018,2018,2018,2018
687,11,1,0,2,9,0,1,0,69,227,19.0,7,2,9,125,4,2,3,0,3.3833333333333333,18,18,18,18,6,6,6,6,0,0,0,0,2018,2018,2018,2018
688,72,0,0,0,8,4,3,2,10,341,8.0,14,4,2,123,2,1,1,0,3.65,18,18,18,18,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1937,11,0,0,0,0,5,1,0,42,142,7.0,41,3,17,125,7,0,1,0,5.966666666666667,19,19,19,19,6,6,6,6,1,1,1,1,2018,2018,2018,2018
1938,67,0,0,0,0,6,3,2,46,423,4.0,45,2,14,156,6,3,2,1,4.45,19,19,19,19,6,6,6,6,1,1,1,1,2018,2018,2018,2018
1939,1,0,0,4,7,0,3,2,40,322,14.0,20,2,14,34,4,4,4,0,4.983333333333333,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1940,44,0,0,0,0,6,2,3,75,341,8.0,18,3,14,51,8,4,1,1,4.233333333333333,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1941,18,0,0,0,0,2,2,0,72,334,10.0,14,4,10,27,7,2,1,1,2.7333333333333334,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1942,51,0,0,0,1,4,0,0,54,422,5.0,0,2,6,125,7,4,5,0,4.966666666666667,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1943,63,0,0,0,1,4,0,0,5,114,18.0,19,2,10,4,4,1,3,0,5.333333333333333,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1946,57,0,0,0,0,3,3,1,46,134,12.0,16,2,5,22,4,3,3,1,4.583333333333333,20,20,20,20,6,6,6,6,2,2,2,2,2018,2018,2018,2018
689,31,0,0,2,1,5,1,0,2,233,16.0,34,2,17,125,4,4,2,0,4.866666666666666,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
1944,1,0,0,0,1,4,3,1,65,224,19.0,41,2,6,1,1,1,2,1,3.15,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
690,34,0,0,14,1,4,2,0,15,141,6.0,14,3,2,94,5,3,1,1,7.35,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
691,25,0,0,0,1,4,0,0,46,431,3.0,42,2,17,124,5,3,2,0,2.65,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
692,11,1,0,2,1,3,3,2,69,146,7.0,10,2,5,60,4,1,3,1,6.166666666666667,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
1945,62,1,0,3,9,4,2,2,12,224,19.0,26,2,2,34,8,4,3,0,5.616666666666666,21,21,21,21,6,6,6,6,3,3,3,3,2018,2018,2018,2018
1952,41,0,0,0,0,6,2,0,65,442,5.0,45,2,15,125,7,3,3,0,4.55,22,22,22,22,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1953,61,0,0,0,0,4,0,0,53,231,24.0,31,3,10,33,7,2,1,1,4.166666666666667,22,22,22,22,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1954,63,0,0,0,10,6,2,3,40,344,11.0,40,2,14,150,4,3,4,1,6.5,23,23,23,23,6,6,6,6,5,5,5,5,2018,2018,2018,2018
130,62,1,1,4,8,6,3,3,65,315,11.0,40,2,6,4,4,3,3,0,4.183333333333334,23,23,23,23,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1955,45,0,0,0,0,3,2,1,12,211,23.0,14,2,2,131,6,3,7,1,4.45,23,23,23,23,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1956,64,0,0,0,0,4,0,3,75,123,16.0,53,2,19,50,4,3,5,1,4.733333333333333,24,24,24,24,6,6,6,6,6,6,6,6,2018,2018,2018,2018
1957,33,0,0,50,1,0,1,0,75,123,16.0,25,2,14,125,4,4,2,0,6.25,24,24,24,24,6,6,6,6,6,6,6,6,2018,2018,2018,2018
693,60,0,0,0,0,6,1,0,51,134,8.0,23,2,17,125,4,2,2,0,2.3833333333333333,24,24,24,24,6,6,6,6,6,6,6,6,2018,2018,2018,2018
694,63,0,0,0,0,5,1,0,65,234,24.0,45,4,6,125,7,2,1,0,3.0,24,24,24,24,6,6,6,6,6,6,6,6,2018,2018,2018,2018
695,31,0,0,0,0,6,2,3,5,314,13.0,31,3,10,1,4,1,1,1,4.816666666666666,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
696,36,0,0,0,1,3,3,1,75,141,6.0,20,2,14,129,4,3,5,1,4.8,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
697,62,0,0,0,8,3,3,1,75,146,6.0,49,2,20,34,5,3,3,0,4.366666666666666,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
698,27,0,0,0,0,0,1,0,75,411,7.0,45,3,16,160,4,2,1,1,6.233333333333333,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1966,44,0,0,0,3,3,3,2,5,225,20.0,49,3,20,34,4,3,1,0,5.8,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1967,11,0,0,997,1,0,1,0,69,145,6.0,40,2,10,125,4,1,2,0,4.316666666666666,25,25,25,25,6,6,6,6,0,0,0,0,2018,2018,2018,2018
1968,14,0,0,0,1,4,1,0,10,332,10.0,32,2,2,21,4,4,3,1,3.75,26,26,26,26,6,6,6,6,1,1,1,1,2018,2018,2018,2018
1969,25,0,0,0,1,4,3,2,65,423,4.0,49,2,6,36,4,3,3,1,4.116666666666666,27,27,27,27,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1970,11,0,0,0,0,0,3,2,57,125,16.0,10,2,17,4,4,0,2,0,1.9166666666666667,27,27,27,27,6,6,6,6,2,2,2,2,2018,2018,2018,2018
1971,11,0,0,6,10,3,3,3,48,114,18.0,7,2,7,124,6,3,6,0,4.816666666666666,27,28,27,27,6,6,6,6,2,3,2,2,2018,2018,2018,2018
1972,63,0,0,0,0,0,1,0,75,312,11.0,7,1,20,33,4,1,1,1,1.8666666666666667,27,28,27,27,6,6,6,6,2,3,2,2,2018,2018,2018,2018
1973,11,1,0,5,1,3,3,1,69,244,22.0,10,3,17,34,4,1,1,0,5.533333333333333,28,28,28,28,6,6,6,6,3,3,3,3,2018,2018,2018,2018
1886,72,0,0,0,1,3,3,1,30,134,8.0,23,3,10,165,5,3,1,0,5.133333333333334,28,28,28,28,6,6,6,6,3,3,3,3,2018,2018,2018,2018
1887,62,0,0,0,0,0,1,0,37,315,11.0,45,0,14,142,4,1,1,1,3.1666666666666665,29,29,29,29,6,6,6,6,4,4,4,4,2018,2018,2018,2018
1881,25,0,0,0,6,3,3,2,14,345,9.0,22,2,2,36,4,3,3,1,7.75,30,30,30,30,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1882,51,0,0,0,1,4,0,0,75,143,6.0,49,3,20,125,7,4,1,0,4.666666666666667,30,30,30,30,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1883,72,0,0,0,0,5,1,0,75,426,9.0,45,1,20,125,4,1,1,0,4.65,30,30,30,30,6,6,6,6,5,5,5,5,2018,2018,2018,2018
1884,47,0,0,0,0,3,3,3,40,442,5.0,49,2,14,201,7,3,6,1,6.1,30,1,30,30,6,7,6,6,5,6,5,5,2018,2018,2018,2018
1885,11,0,0,1,1,0,1,0,69,146,7.0,40,2,21,125,4,2,2,0,5.633333333333334,1,1,1,1,7,7,7,7,6,6,6,6,2018,2018,2018,2018
699,11,1,0,0,1,4,2,0,69,445,3.0,10,3,17,125,6,4,1,0,1.85,1,1,1,1,7,7,7,7,6,6,6,6,2018,2018,2018,2018
700,26,0,0,0,0,3,3,2,53,443,2.0,31,4,1,34,6,1,7,0,5.883333333333334,1,1,1,1,7,7,7,7,6,6,6,6,2018,2018,2018,2018
701,11,0,0,0,0,5,1,0,69,142,6.0,31,2,5,125,4,2,2,0,4.05,1,1,1,1,7,7,7,7,6,6,6,6,2018,2018,2018,2018
702,62,0,0,30,1,5,1,0,54,313,13.0,24,2,6,125,4,2,3,0,2.2666666666666666,2,2,2,2,7,7,7,7,0,0,0,0,2018,2018,2018,2018
2015,22,0,0,0,0,3,3,2,75,435,3.0,53,2,19,5,4,4,3,0,5.766666666666667,2,2,2,2,7,7,7,7,0,0,0,0,2018,2018,2018,2018
2016,12,0,0,0,0,6,2,0,75,143,6.0,53,2,19,125,4,2,3,0,4.633333333333334,2,2,2,2,7,7,7,7,0,0,0,0,2018,2018,2018,2018
2017,30,0,0,0,0,4,3,2,11,245,21.0,36,2,7,34,4,0,2,0,3.6666666666666665,2,2,2,2,7,7,7,7,0,0,0,0,2018,2018,2018,2018
2018,19,0,0,7,1,4,0,3,61,426,9.0,31,2,7,205,4,4,2,1,3.7333333333333334,2,2,2,2,7,7,7,7,0,0,0,0,2018,2018,2018,2018
2019,62,0,0,1,1,4,3,1,23,145,8.0,14,2,2,5,4,0,3,0,6.9,3,3,3,3,7,7,7,7,1,1,1,1,2018,2018,2018,2018
2020,31,0,0,0,0,3,3,1,10,443,2.0,14,3,2,34,4,0,1,0,6.133333333333334,3,3,3,3,7,7,7,7,1,1,1,1,2018,2018,2018,2018
2021,70,0,0,997,7,6,2,3,75,244,22.0,47,2,19,34,4,4,6,0,5.983333333333333,4,4,3,3,7,7,7,7,2,2,1,1,2018,2018,2018,2018
2022,64,0,0,0,3,3,3,2,75,142,7.0,49,2,20,165,4,3,6,0,5.633333333333334,4,4,3,3,7,7,7,7,2,2,1,1,2018,2018,2018,2018
703,51,0,0,0,0,0,1,0,65,322,15.0,41,3,6,125,4,2,5,0,5.8,4,4,4,4,7,7,7,7,2,2,2,2,2018,2018,2018,2018
704,11,0,0,0,0,5,1,0,75,432,2.0,41,3,19,125,5,4,1,0,5.616666666666666,4,4,4,4,7,7,7,7,2,2,2,2,2018,2018,2018,2018
705,66,0,0,0,0,2,1,0,75,314,11.0,45,2,19,125,7,2,2,0,4.583333333333333,4,4,4,4,7,7,7,7,2,2,2,2,2018,2018,2018,2018
